order_id,user_id,account_age_days,order_value,user_avg_order_value,delivery_distance_km,order_hour,payment_method,gps_verified,address_verified,order_count_today,is_fake,rule_based_score
order_000026,user_1931,290,30250,26339,1.5,6,credit,True,False,2,False,10
order_000027,user_1651,347,30372,34109,5.6,15,ewallet,True,True,1,False,0
order_000028,user_5351,232,33577,33407,4.2,21,cod,True,True,2,False,5
order_000029,user_2638,67,60234,57218,4.5,8,ewallet,True,True,1,False,0
order_000030,user_8179,308,71107,71019,5.3,23,credit,True,True,1,False,15
order_000031,user_2697,98,42332,36114,7.2,18,ewallet,True,True,1,False,0
order_000032,user_5325,288,57016,55244,7.3,19,ewallet,True,True,1,False,0
order_000033,user_3143,356,42167,37461,6.2,15,ewallet,True,True,3,False,0
order_000034,user_3442,309,27361,29459,5.1,8,ewallet,True,True,2,False,0
order_000035,user_1653,213,38767,36943,5.7,11,ewallet,False,False,2,False,20
order_000036,user_4878,113,36603,40113,1.2,18,ewallet,False,True,3,False,10
order_000037,user_5065,166,35433,28975,3.7,4,ewallet,True,False,1,False,25
order_000038,user_4728,144,26550,22878,3.8,10,ewallet,True,True,2,False,0
order_000039,user_9785,199,26808,20587,7.1,10,ewallet,False,True,2,False,10
order_000040,user_6663,190,53599,63463,7.9,7,credit,True,True,1,False,0
order_000041,user_9518,305,70013,66469,3.5,6,credit,True,True,3,False,0
order_000042,user_5920,289,45269,48651,3.3,17,ewallet,True,True,1,False,0
order_000043,user_3851,345,62296,62157,3.8,19,ewallet,True,True,2,False,0
order_000044,user_6279,268,53952,58440,5.7,14,credit,False,True,2,False,10
order_000045,user_5649,293,68506,69489,1.7,21,ewallet,True,True,1,False,0
order_000046,user_1757,155,56138,48524,4.2,20,ewallet,True,True,1,False,0
order_000047,user_3417,365,70064,60245,7.2,19,credit,True,True,3,False,0
order_000048,user_9486,267,28291,36556,2.7,19,ewallet,True,True,3,False,0
order_000049,user_6198,256,65150,71690,4.0,20,ewallet,True,True,1,False,0
order_000050,user_5050,356,43173,50254,4.4,10,ewallet,True,True,1,False,0
order_000051,user_9849,71,34068,29010,2.6,17,credit,True,True,2,False,0
order_000052,user_7812,61,38555,42322,3.7,18,cod,True,True,2,False,5
order_000053,user_8814,33,48052,47836,6.3,19,cod,True,True,2,False,5
order_000054,user_4613,279,39380,38323,4.1,3,ewallet,True,True,1,False,15
order_000055,user_8657,95,65780,73282,1.2,12,ewallet,True,True,1,False,0
order_000056,user_8564,123,28295,26819,3.7,9,ewallet,True,True,2,False,0
order_000057,user_7906,159,30367,35778,1.1,14,cod,True,True,2,False,5
order_000058,user_1659,45,41205,37737,6.9,16,ewallet,True,True,3,False,0
order_000059,user_8619,161,49175,44673,5.2,22,credit,True,True,1,False,0
order_000060,user_1420,189,62735,65033,3.8,17,ewallet,True,True,1,False,0
order_000061,user_5941,337,32933,41477,6.5,11,ewallet,True,True,1,False,0
order_000062,user_7882,280,31916,36121,7.7,16,credit,True,True,2,False,0
order_000063,user_5425,345,60269,66112,4.3,19,ewallet,True,True,3,False,0
order_000064,user_5569,260,40981,46208,5.0,17,ewallet,True,True,1,False,0
order_000065,user_6813,162,47304,46467,7.2,17,ewallet,True,False,1,False,10
order_000066,user_7658,280,61384,59258,5.8,16,ewallet,True,True,1,False,0
order_000067,user_4986,186,68513,77569,3.6,15,ewallet,False,True,1,False,10
order_000068,user_8434,168,45094,43331,2.6,17,ewallet,True,False,2,False,10
order_000069,user_4138,140,73405,79271,2.9,15,credit,True,False,3,False,10
order_000070,user_5853,146,48650,44529,3.1,17,ewallet,True,True,1,False,0
order_000071,user_3068,356,74334,80419,1.7,0,ewallet,True,True,3,False,15
order_000072,user_5136,274,32476,24617,3.8,6,credit,True,True,2,False,0
order_000073,user_5978,73,41265,35146,4.9,12,ewallet,True,True,1,False,0
order_000074,user_8253,182,63569,67620,3.1,16,credit,True,False,1,False,10
order_000075,user_4457,165,68281,60941,2.1,9,ewallet,True,True,2,False,0
order_000076,user_5771,46,40170,39610,5.9,17,ewallet,True,False,2,False,10
order_000077,user_4241,247,32521,40365,2.6,8,ewallet,True,True,2,False,0
order_000078,user_5728,254,33149,38507,5.8,17,cod,True,True,1,False,5
order_000079,user_1653,251,73138,73699,5.2,3,ewallet,True,True,2,False,15
order_000080,user_1339,167,62764,54082,6.3,9,ewallet,True,True,3,False,0
order_000081,user_8141,355,57225,50214,4.3,12,ewallet,True,True,1,False,0
order_000082,user_9117,177,68423,71545,6.7,15,ewallet,True,True,3,False,0
order_000083,user_7622,293,25075,32854,4.2,5,ewallet,True,True,1,False,15
order_000084,user_1845,134,42501,50497,1.9,10,credit,True,True,2,False,0
order_000085,user_4920,111,45365,53414,1.1,12,ewallet,True,True,3,False,0
order_000086,user_3522,285,71963,71526,4.6,10,credit,False,True,2,False,10
order_000087,user_7284,127,64280,70934,6.2,8,ewallet,True,True,1,False,0
order_000088,user_9318,166,25168,24436,6.1,19,ewallet,True,True,1,False,0
order_000089,user_8935,206,46786,54871,6.3,12,cod,False,False,1,False,25
order_000090,user_7274,149,51920,43350,3.2,13,cod,True,False,2,False,15
order_000091,user_3492,283,27426,21562,4.5,15,credit,False,True,2,False,10
order_000092,user_8486,37,72346,67069,3.9,16,ewallet,True,False,1,False,10
order_000093,user_7512,362,30263,31029,7.0,19,ewallet,True,True,2,False,0
order_000094,user_9864,48,65465,57707,2.6,17,ewallet,True,True,3,False,0
order_000095,user_2646,257,35902,35714,7.3,5,credit,True,True,1,False,15
order_000096,user_9702,240,62088,57988,2.2,6,credit,True,True,3,False,0
order_000097,user_3344,148,55221,53543,4.2,17,credit,True,True,2,False,0
order_000098,user_2210,256,47646,56899,3.1,22,credit,True,True,3,False,0
order_000099,user_8916,84,40545,43041,5.0,15,cod,True,False,2,False,15
order_000100,user_5497,34,62088,53695,7.4,18,credit,False,True,1,False,10
order_000101,user_6772,142,66721,62951,5.3,17,credit,True,True,2,False,0
order_000102,user_1645,188,53889,44982,5.1,17,ewallet,True,True,1,False,0
order_000103,user_3165,306,48976,56370,4.5,10,ewallet,False,False,3,False,20
order_000104,user_5835,203,32547,37893,7.7,8,cod,False,True,3,False,15
order_000105,user_6992,76,50858,41314,2.9,8,ewallet,True,True,1,False,0
order_000106,user_7086,85,69226,66887,4.3,16,cod,True,True,2,False,5
order_000107,user_8606,184,67548,70927,1.8,5,ewallet,False,True,1,False,25
order_000108,user_9807,99,50470,55334,3.6,21,credit,True,True,2,False,0
order_000109,user_7797,365,31489,37523,5.3,21,ewallet,True,True,1,False,0
order_000110,user_4868,215,31511,33547,4.8,22,ewallet,True,True,1,False,0
order_000111,user_8450,76,68435,65385,5.5,15,ewallet,True,True,1,False,0
order_000112,user_4362,65,61320,58108,5.1,19,ewallet,True,True,2,False,0
order_000113,user_5542,104,33519,41220,2.8,9,credit,True,True,2,False,0
order_000114,user_4898,331,46218,36735,2.2,5,credit,True,True,1,False,15
order_000115,user_6931,292,63906,57479,4.2,9,credit,True,False,2,False,10
order_000116,user_5941,264,67161,58181,1.4,13,ewallet,True,True,3,False,0
order_000117,user_2204,71,46109,56041,2.0,8,credit,True,True,1,False,0
order_000118,user_9692,180,54734,61299,5.2,7,credit,False,True,2,False,10
order_000119,user_4522,250,54593,52080,3.9,19,ewallet,True,True,1,False,0
order_000120,user_5176,221,35003,40543,1.5,19,ewallet,True,True,3,False,0
order_000121,user_1982,330,61804,70209,3.3,7,ewallet,True,True,3,False,0
order_000122,user_1842,177,64348,64586,3.5,15,ewallet,True,True,1,False,0
order_000123,user_7022,88,74978,74106,5.0,18,credit,False,True,2,False,10
order_000124,user_1430,341,68111,66874,1.2,10,credit,False,True,1,False,10
order_000125,user_3347,319,68079,71211,1.5,18,cod,True,True,1,False,5
order_000126,user_8432,204,35315,37440,3.2,11,cod,True,True,1,False,5
order_000127,user_1815,71,42832,47351,5.6,13,ewallet,True,True,1,False,0
order_000128,user_8043,86,43562,52997,4.4,17,ewallet,True,True,1,False,0
order_000129,user_5938,138,33993,32365,3.0,7,ewallet,True,True,2,False,0
order_000130,user_4770,286,61616,63221,1.5,19,ewallet,True,False,3,False,10
order_000131,user_8033,323,51504,55190,3.0,12,cod,True,False,1,False,15
order_000132,user_6928,75,53620,47088,2.7,15,ewallet,True,True,1,False,0
order_000133,user_6456,116,30005,36732,5.4,14,ewallet,True,True,3,False,0
order_000134,user_3419,150,31737,26535,2.8,9,ewallet,True,True,3,False,0
order_000135,user_9095,267,74443,82915,6.3,13,cod,True,True,2,False,5
order_000136,user_6179,107,53820,46057,4.3,16,credit,True,True,1,False,0
order_000137,user_8565,261,27464,19328,3.6,10,credit,False,True,2,False,10
order_000138,user_7299,266,63032,71195,7.7,18,ewallet,False,True,1,False,10
order_000139,user_8792,286,34886,26913,4.2,19,credit,False,True,2,False,10
order_000140,user_1641,156,71374,75718,7.9,14,credit,True,False,1,False,10
order_000141,user_6543,336,28431,29396,1.5,7,credit,True,True,2,False,0
order_000142,user_3463,200,30341,39436,5.6,20,ewallet,True,True,1,False,0
order_000143,user_2388,188,61629,63972,5.5,11,ewallet,True,False,3,False,10
order_000144,user_9624,77,67337,71211,4.6,1,ewallet,False,True,2,False,25
order_000145,user_4145,145,34015,29092,1.5,19,ewallet,True,True,3,False,0
order_000146,user_1618,202,65503,59797,5.2,8,ewallet,True,True,3,False,0
order_000147,user_8170,52,51926,53863,5.7,10,ewallet,True,True,1,False,0
order_000148,user_9749,152,45281,50649,7.3,9,credit,True,True,2,False,0
order_000149,user_7256,287,59567,63285,7.8,19,credit,True,True,2,False,0
order_000150,user_7081,313,31723,38628,7.0,10,credit,True,False,1,False,10
order_000151,user_8167,76,39551,44333,7.2,21,ewallet,True,True,1,False,0
order_000152,user_2337,221,39715,30638,3.2,7,credit,True,True,1,False,0
order_000153,user_8740,101,74731,80102,4.1,0,ewallet,True,True,2,False,15
order_000154,user_9647,246,32286,31726,2.7,7,ewallet,True,True,1,False,0
order_000155,user_9189,335,60130,50668,5.4,15,credit,True,True,1,False,0
order_000156,user_7825,125,68540,61345,4.7,11,cod,True,True,2,False,5
order_000157,user_1333,229,55810,47236,5.4,22,ewallet,True,True,1,False,0
order_000158,user_2698,327,73181,74076,1.9,11,ewallet,True,True,2,False,0
order_000159,user_8840,353,36945,31363,1.4,18,ewallet,True,True,1,False,0
order_000160,user_1686,191,45321,52209,3.8,19,ewallet,True,True,1,False,0
order_000161,user_1783,365,46753,45705,1.9,12,credit,True,True,1,False,0
order_000162,user_4060,284,70355,76657,3.6,18,ewallet,True,True,1,False,0
order_000163,user_3956,309,44252,44777,1.7,11,ewallet,True,True,1,False,0
order_000164,user_8272,209,54303,45690,6.1,20,credit,True,True,2,False,0
order_000165,user_1939,68,68986,72296,3.5,18,credit,False,True,2,False,10
order_000166,user_8179,47,33272,25475,2.7,16,ewallet,False,True,1,False,10
order_000167,user_8371,219,49380,53927,6.3,15,ewallet,True,True,1,False,0
order_000168,user_2858,43,73213,69309,4.5,12,ewallet,True,True,1,False,0
order_000169,user_5678,281,38118,32136,2.0,6,ewallet,True,False,3,False,10
order_000170,user_6236,207,71500,63627,4.8,11,ewallet,True,True,2,False,0
order_000171,user_3852,215,58341,55688,1.8,9,ewallet,True,True,2,False,0
order_000172,user_7044,269,61152,55404,5.3,6,ewallet,False,True,2,False,10
order_000173,user_7708,324,29833,23939,7.8,16,ewallet,True,True,3,False,0
order_000174,user_3981,96,53352,59829,7.4,5,ewallet,True,True,1,False,15
order_000175,user_4694,207,59006,58313,6.9,10,credit,True,True,1,False,0
order_000176,user_9740,77,57936,53461,5.1,15,ewallet,True,False,1,False,10
order_000177,user_1674,44,30323,21812,7.6,18,ewallet,True,True,2,False,0
order_000178,user_1496,284,66101,73978,3.0,21,ewallet,True,True,1,False,0
order_000179,user_2195,60,35359,39763,3.9,13,ewallet,True,True,1,False,0
order_000180,user_6658,234,33569,35710,4.6,7,ewallet,True,True,1,False,0
order_000181,user_1829,178,50175,53876,2.7,19,ewallet,True,True,1,False,0
order_000182,user_3610,285,58733,64029,4.5,11,ewallet,False,True,3,False,10
order_000183,user_4524,328,48127,39721,1.4,13,credit,True,True,2,False,0
order_000184,user_2761,250,33777,32443,6.1,18,ewallet,True,True,1,False,0
order_000185,user_5728,67,50319,56842,4.2,15,credit,True,True,1,False,0
order_000186,user_2584,231,49457,50568,4.9,12,ewallet,True,True,1,False,0
order_000187,user_1637,100,71765,72678,6.6,14,ewallet,False,True,3,False,10
order_000188,user_6218,113,50752,50557,5.2,14,ewallet,True,True,1,False,0
order_000189,user_1272,218,46708,40299,7.9,15,credit,True,True,1,False,0
order_000190,user_8775,165,67964,76919,5.0,17,ewallet,True,True,2,False,0
order_000191,user_7229,105,69612,67548,1.2,21,ewallet,True,True,1,False,0
order_000192,user_4340,240,57887,63340,7.1,18,ewallet,True,True,1,False,0
order_000193,user_8837,299,49695,49976,7.7,13,ewallet,True,True,3,False,0
order_000194,user_5331,342,56731,53031,7.7,10,ewallet,False,False,2,False,20
order_000195,user_4396,280,45777,51499,3.4,21,credit,True,True,2,False,0
order_000196,user_7220,232,47618,42417,3.0,10,credit,True,True,1,False,0
order_000197,user_8849,139,38242,45890,2.9,15,ewallet,True,True,1,False,0
order_000198,user_1831,301,39789,37418,1.4,12,credit,True,True,1,False,0
order_000199,user_3587,238,67787,73374,4.3,9,cod,True,True,3,False,5
order_000200,user_2465,363,62626,60235,4.7,17,cod,False,True,3,False,15
order_000201,user_3880,48,51017,57249,2.3,18,credit,True,True,1,False,0
order_000202,user_2758,201,43649,48537,7.9,14,ewallet,False,True,1,False,10
order_000203,user_4159,87,46671,41995,6.1,16,credit,True,True,1,False,0
order_000204,user_4164,119,65039,68326,6.8,14,ewallet,True,True,1,False,0
order_000205,user_6301,157,25447,23992,3.7,13,ewallet,True,True,2,False,0
order_000206,user_5285,364,48563,46306,1.4,7,ewallet,True,True,3,False,0
order_000207,user_6095,90,66858,66525,3.6,9,cod,True,True,3,False,5
order_000208,user_7121,242,71002,78999,7.4,18,credit,True,True,2,False,0
order_000209,user_2341,299,54278,61585,5.9,6,ewallet,True,True,2,False,0
order_000210,user_9792,106,35783,36534,7.0,13,credit,True,True,3,False,0
order_000211,user_8298,58,54716,49039,4.6,13,ewallet,True,True,2,False,0
order_000212,user_7487,160,25197,22337,5.0,5,ewallet,True,False,3,False,25
order_000213,user_2130,271,27079,26486,3.9,18,credit,False,True,1,False,10
order_000214,user_7266,259,49739,52048,1.6,22,credit,True,True,1,False,0
order_000215,user_9802,231,59658,53830,6.1,9,ewallet,True,True,2,False,0
order_000216,user_9920,247,59860,62288,6.8,10,ewallet,True,False,2,False,10
order_000217,user_2848,46,68266,72003,5.3,21,credit,True,True,2,False,0
order_000218,user_8314,336,69041,60636,2.7,5,ewallet,True,True,2,False,15
order_000219,user_3295,287,43957,41630,6.7,17,ewallet,True,True,1,False,0
order_000220,user_5944,103,68267,75347,2.5,11,ewallet,False,True,3,False,10
order_000221,user_7999,314,57481,49017,7.8,21,credit,True,True,1,False,0
order_000222,user_3444,183,49671,45696,6.3,13,credit,True,True,3,False,0
order_000223,user_1944,317,52045,55693,4.9,8,ewallet,True,True,3,False,0
order_000224,user_7079,77,60103,56344,1.4,12,credit,True,True,3,False,0
order_000225,user_4555,275,38689,39599,3.1,20,ewallet,True,True,2,False,0
order_000226,user_8846,154,70588,80393,5.9,12,ewallet,True,True,1,False,0
order_000227,user_6886,187,42141,43925,4.6,13,ewallet,False,True,3,False,10
order_000228,user_4328,219,45507,49070,1.3,19,credit,True,True,2,False,0
order_000229,user_7841,181,34988,31416,3.3,12,credit,True,True,2,False,0
order_000230,user_5216,280,72419,78494,4.2,17,ewallet,True,True,1,False,0
order_000231,user_9882,358,28849,36017,1.2,19,cod,True,True,1,False,5
order_000232,user_4791,64,71345,66293,1.1,14,ewallet,True,True,2,False,0
order_000233,user_8916,279,26030,16246,4.7,12,ewallet,True,True,1,False,0
order_000234,user_9228,250,36748,30254,7.4,14,ewallet,True,True,1,False,0
order_000235,user_7502,70,49448,52752,4.2,10,credit,True,True,1,False,0
order_000236,user_1519,77,51560,53987,3.6,13,credit,True,True,3,False,0
order_000237,user_6427,319,31249,38555,7.4,10,cod,True,True,1,False,5
order_000238,user_2218,173,60588,69053,5.6,9,credit,True,True,1,False,0
order_000239,user_7525,69,44613,39936,4.9,15,credit,True,True,1,False,0
order_000240,user_3292,70,57819,59152,1.4,12,credit,True,True,3,False,0
order_000241,user_7499,197,26941,25897,6.5,13,ewallet,True,True,1,False,0
order_000242,user_7227,73,65541,65219,6.6,17,ewallet,True,True,2,False,0
order_000243,user_7383,192,48638,42129,1.6,21,ewallet,True,True,1,False,0
order_000244,user_8061,259,61502,69679,4.6,7,ewallet,True,True,2,False,0
order_000245,user_7311,36,44126,47685,3.7,6,cod,False,False,2,False,25
order_000246,user_3778,224,36108,30657,2.9,10,ewallet,True,True,1,False,0
order_000247,user_2260,214,41495,39575,6.0,13,credit,True,True,1,False,0
order_000248,user_7483,200,65644,68092,6.6,11,ewallet,True,True,3,False,0
order_000249,user_3230,183,46015,55781,7.6,9,ewallet,False,False,1,False,20
order_000250,user_9044,324,40887,41565,3.6,19,ewallet,True,True,2,False,0
order_000251,user_9939,122,69676,77701,1.2,17,cod,True,True,3,False,5
order_000252,user_2133,239,69104,75465,2.0,11,ewallet,True,True,1,False,0
order_000253,user_8357,336,56407,65485,3.8,14,cod,True,True,2,False,5
order_000254,user_6890,304,63916,56700,1.8,10,credit,True,True,2,False,0
order_000255,user_7547,199,53210,46681,1.1,10,ewallet,True,True,2,False,0
order_000256,user_8303,221,50633,55806,6.4,15,ewallet,True,True,1,False,0
order_000257,user_7815,73,32606,27248,3.4,11,credit,True,True,1,False,0
order_000258,user_8412,193,29402,29241,1.3,17,ewallet,True,True,3,False,0
order_000259,user_4996,294,36432,44516,2.1,15,cod,True,True,1,False,5
order_000260,user_8080,232,26913,23378,4.1,12,ewallet,True,True,2,False,0
order_000261,user_2025,325,31668,39260,2.3,11,ewallet,True,True,2,False,0
order_000262,user_6134,335,50469,53331,5.1,11,credit,True,True,2,False,0
order_000263,user_5873,344,63677,56454,5.7,11,ewallet,True,True,1,False,0
order_000264,user_7364,244,64087,58604,5.0,12,ewallet,True,False,3,False,10
order_000265,user_3838,314,35935,41979,3.0,9,credit,True,True,3,False,0
order_000266,user_8939,99,37787,40368,7.7,14,ewallet,True,True,3,False,0
order_000267,user_9006,115,30417,38943,1.2,18,ewallet,True,True,1,False,0
order_000268,user_8492,319,73661,79891,4.8,7,ewallet,True,True,1,False,0
order_000269,user_1681,255,60805,57966,7.9,7,credit,True,True,3,False,0
order_000270,user_8368,164,47844,40694,4.1,23,credit,True,True,2,False,15
order_000271,user_6744,342,66469,70499,2.2,8,ewallet,True,True,1,False,0
order_000272,user_5605,335,60308,55825,3.3,17,ewallet,True,True,3,False,0
order_000273,user_2560,99,74158,77645,7.4,23,credit,True,True,1,False,15
order_000274,user_6277,156,74903,77771,4.4,15,ewallet,True,True,2,False,0
order_000275,user_2525,236,58791,57907,5.9,20,ewallet,True,True,3,False,0
order_000276,user_2526,264,66604,68342,7.0,18,ewallet,False,True,1,False,10
order_000277,user_6289,175,47135,55069,5.0,15,ewallet,True,True,1,False,0
order_000278,user_2631,350,55119,45652,1.9,19,ewallet,True,False,1,False,10
order_000279,user_3161,362,44783,39992,7.1,20,ewallet,True,True,2,False,0
order_000280,user_3711,56,50974,50984,6.1,18,ewallet,True,True,1,False,0
order_000281,user_2276,97,63907,61318,4.6,13,ewallet,True,True,3,False,0
order_000282,user_3165,274,29641,27143,3.7,17,ewallet,True,True,1,False,0
order_000283,user_3181,358,69376,64057,1.5,15,credit,True,True,1,False,0
order_000284,user_3480,240,65375,69871,7.0,7,ewallet,True,True,1,False,0
order_000285,user_8035,191,34163,32282,2.9,6,ewallet,True,True,2,False,0
order_000286,user_1439,184,38464,45429,5.2,9,ewallet,True,True,2,False,0
order_000287,user_4921,283,50289,43983,2.7,16,ewallet,False,True,1,False,10
order_000288,user_6185,97,50351,58975,3.9,14,ewallet,True,False,1,False,10
order_000289,user_2106,37,42182,39251,1.3,5,credit,True,True,2,False,15
order_000290,user_7806,246,70993,74174,1.6,14,credit,True,True,2,False,0
order_000291,user_4329,109,60152,60858,3.7,16,credit,True,True,2,False,0
order_000292,user_4909,59,41022,33847,7.5,7,credit,True,True,2,False,0
order_000293,user_3877,91,25830,20326,5.9,8,cod,True,True,2,False,5
order_000294,user_3735,220,33318,32124,6.1,7,credit,True,True,2,False,0
order_000295,user_5308,325,66125,58650,4.5,14,ewallet,False,True,1,False,10
order_000296,user_2685,323,69179,62958,2.6,14,ewallet,False,True,1,False,10
order_000297,user_7274,106,36728,27886,4.9,20,credit,True,True,1,False,0
order_000298,user_6241,168,30104,38832,3.6,14,cod,True,True,3,False,5
order_000299,user_7568,65,55480,54730,6.4,11,ewallet,True,True,1,False,0
order_000300,user_5979,348,40897,46098,3.6,22,cod,True,True,2,False,5
order_000301,user_5016,107,25417,28853,1.2,14,credit,True,True,1,False,0
order_000302,user_7164,187,31812,28535,4.7,10,ewallet,True,False,2,False,10
order_000303,user_2524,52,40169,47200,3.9,20,ewallet,True,True,2,False,0
order_000304,user_7461,68,63790,72396,1.4,16,ewallet,True,True,3,False,0
order_000305,user_7438,197,45844,50679,2.9,6,ewallet,True,True,1,False,0
order_000306,user_3693,260,55543,55833,3.8,14,cod,True,True,1,False,5
order_000307,user_2964,76,35329,35297,6.8,17,ewallet,True,True,1,False,0
order_000308,user_5066,212,50968,57793,1.3,11,credit,True,False,3,False,10
order_000309,user_5093,78,55280,48619,6.6,8,ewallet,True,False,1,False,10
order_000310,user_7563,220,69976,62729,5.1,10,credit,True,True,3,False,0
order_000311,user_8265,95,31027,31891,1.9,21,ewallet,False,True,2,False,10
order_000312,user_9128,45,50082,54062,2.2,9,ewallet,True,True,1,False,0
order_000313,user_5026,361,44340,50687,3.9,15,ewallet,True,True,1,False,0
order_000314,user_9614,157,66337,74151,6.6,23,credit,True,True,1,False,15
order_000315,user_9231,194,50452,49313,2.3,11,ewallet,False,True,1,False,10
order_000316,user_8728,301,48424,57560,8.0,22,ewallet,True,True,3,False,0
order_000317,user_1916,142,62728,65455,3.5,19,credit,True,True,3,False,0
order_000318,user_6878,332,26848,28371,7.6,15,ewallet,True,False,3,False,10
order_000319,user_9064,307,45254,41006,4.4,7,ewallet,True,True,1,False,0
order_000320,user_4300,96,47331,43146,7.4,19,ewallet,True,True,3,False,0
order_000321,user_2817,299,48913,41289,3.6,21,ewallet,True,True,1,False,0
order_000322,user_3580,253,66894,72858,5.5,9,cod,True,False,2,False,15
order_000323,user_4657,331,36491,38889,3.1,17,ewallet,True,False,3,False,10
order_000324,user_7415,320,27122,23088,5.2,21,cod,True,True,3,False,5
order_000325,user_3304,199,73846,66395,2.7,23,ewallet,False,True,2,False,25
order_000326,user_6500,258,25746,24436,2.5,17,ewallet,True,True,1,False,0
order_000327,user_8179,244,35901,39467,4.5,12,ewallet,True,True,3,False,0
order_000328,user_4695,113,54575,46990,6.6,4,ewallet,True,True,1,False,15
order_000329,user_7151,112,72971,65428,4.8,20,ewallet,True,True,1,False,0
order_000330,user_1507,250,67836,63242,5.3,12,ewallet,True,False,1,False,10
order_000331,user_9849,165,68292,67516,3.1,7,ewallet,True,True,1,False,0
order_000332,user_1062,248,30742,30393,6.8,16,ewallet,True,True,2,False,0
order_000333,user_2342,272,32569,32673,6.5,13,credit,True,True,1,False,0
order_000334,user_7078,225,49209,45322,4.1,10,ewallet,True,True,1,False,0
order_000335,user_2584,73,68787,70052,6.7,12,credit,True,True,1,False,0
order_000336,user_9561,244,60095,65654,5.0,10,ewallet,True,True,1,False,0
order_000337,user_9467,322,69402,64233,1.8,18,ewallet,False,False,3,False,20
order_000338,user_3067,51,52746,45313,7.9,12,cod,True,True,1,False,5
order_000339,user_2097,74,50434,58664,3.8,11,ewallet,True,True,2,False,0
order_000340,user_9561,244,32374,35954,2.0,15,ewallet,False,True,1,False,10
order_000341,user_2654,176,60103,61370,7.1,10,credit,True,True,1,False,0
order_000342,user_7602,103,65517,75461,5.8,12,ewallet,False,True,1,False,10
order_000343,user_8785,167,49408,40070,3.4,18,ewallet,True,True,2,False,0
order_000344,user_4734,98,44692,49211,6.4,11,credit,True,True,1,False,0
order_000345,user_7671,278,74774,81698,7.1,19,ewallet,True,True,2,False,0
order_000346,user_3222,298,62268,53216,2.2,20,ewallet,True,True,1,False,0
order_000347,user_6904,131,42955,45025,6.8,14,credit,True,True,1,False,0
order_000348,user_8308,120,56102,65332,4.9,11,credit,True,True,1,False,0
order_000349,user_1449,227,28253,23591,7.0,18,ewallet,True,True,1,False,0
order_000350,user_7709,292,26314,16605,4.3,8,ewallet,True,True,2,False,0
order_000351,user_6004,359,43047,46934,7.3,19,ewallet,True,True,2,False,0
order_000352,user_7506,329,31705,21945,4.6,16,credit,True,True,2,False,0
order_000353,user_5890,85,56571,48662,3.4,10,ewallet,True,True,3,False,0
order_000354,user_5895,126,34825,41775,6.4,20,credit,True,True,2,False,0
order_000355,user_3292,43,67952,74249,8.0,10,ewallet,True,True,2,False,0
order_000356,user_4111,205,72615,69901,5.8,16,ewallet,False,True,1,False,10
order_000357,user_3785,315,36870,36496,1.7,8,ewallet,True,True,1,False,0
order_000358,user_6499,365,30852,28134,3.5,18,ewallet,True,True,1,False,0
order_000359,user_5817,267,32718,38136,1.4,16,ewallet,True,True,1,False,0
order_000360,user_2963,225,59723,59499,3.9,20,ewallet,False,True,3,False,10
order_000361,user_8496,103,45734,41643,6.5,13,credit,True,True,1,False,0
